r5DqC1wcUi2Lw6T4GvUxwQ,3301.6401302963795,503.20951964958925,212.0,pittsburgh
tB8FDAVr21hPNQzUlkFwNA,3340.0230354669034,507.31131097567896,291.0,pittsburgh
XT0SfJ69DraxYwFZRbu1BQ,3292.069325830058,510.6721432310058,248.0,pittsburgh
9z-gz6woL6qhvOfXERRwxg,3303.671893613178,499.4237595104494,200.0,pittsburgh
zWXRaqUSm1umEv7Cva-4cg,3354.936589751049,511.0895042093517,277.0,pittsburgh
xrAxUJdNUmmtrhJr5Xr3tg,3279.4460038528982,512.7927559394973,266.0,pittsburgh
SdsqAzCYiqySm8HZadDMSg,3304.344642333357,487.9575523111731,165.0,pittsburgh
MNbTIrvwYttzJGCAxWWjlQ,3359.766150559719,511.42129628595825,273.0,pittsburgh
irQhUbJCvDBG8LrqxeEjHA,3267.1609492065368,513.4660459827059,269.0,pittsburgh
YeXyrKZJ7HdcagRwdaBbKA,3301.884585414174,481.1681475315936,152.0,pittsburgh
zkoW1ZxJwhhJ8wRXaEoLpg,3369.0013402235086,511.4171448266848,268.0,pittsburgh
n7e8Y4c7ig4oMq_eB7t6SA,3254.9604736695505,513.8053205290928,270.0,pittsburgh
STFp_UXqSh7-9DSpX4RvgA,3297.6451869429993,474.1568871286425,146.0,pittsburgh
zpQ2an9KBhmtt0sWNBrDdA,3377.897422878505,510.96785695758956,267.0,pittsburgh
crq4npOr4M4gc7v653GizQ,3248.9449378737795,513.9192538153862,270.0,pittsburgh
CUzU1eZrJYgUS0fp3I0dvg,3292.304113443247,466.58951146003534,146.0,pittsburgh
VjSGRCOVxfF3DezZw9-3CQ,3386.8781806027146,510.4072006778128,266.0,pittsburgh
scLvPENGzVRYLTVrUYGedA,3237.506855220149,513.9242103658183,272.0,pittsburgh
w74i-BJGAv__CKsQh0QpoQ,3286.454255288331,458.02047978202546,146.0,pittsburgh
6vwWRb6Idq8B6eF887Gy2Q,3396.367194916696,509.62366395457195,266.0,pittsburgh
rdUNgjwrax2qovreexpLWg,3240.136703210261,521.6041188779508,126.0,pittsburgh
YzEbFV8FtlvptvFWxhKbmw,3231.9148556300215,513.8153077115797,272.0,pittsburgh
Fg_h6LhdcCeWwOFBagkcnA,3280.265360913722,449.11763360080903,146.0,pittsburgh
YEi3KYIm7-3za-PfJRxAug,3406.1950625189033,508.72864147175636,265.0,pittsburgh
Z2428qrsD2hVudc-pF7ekw,3243.953792046474,531.7325413200982,173.0,pittsburgh
-5Y0mLdfxB3EJ7RRJ0Jbyg,3226.407630731699,513.8176838496388,272.0,pittsburgh
STW_av0ZkyHwahjiPxej7Q,3277.1285076255276,444.5549076490588,146.0,pittsburgh
HnI3CQVzA4qnDIxOmSOUgA,3292.8044371841925,448.3328906609558,28.0,pittsburgh
rcFpD4k-H408nmWuYcLbrA,3416.277107199383,507.8334900637761,266.0,pittsburgh
ZN0OEW4vLd84T4uUyyNyDA,3245.568958447029,544.0883073207124,171.0,pittsburgh
s_sB1vColGgehXQwNHl-aA,3216.4098993837874,513.8219870984169,271.0,pittsburgh
qyZAbzUM-rCQrNMzianlMA,3270.8548611606793,435.54077130321053,146.0,pittsburgh
cZEi1bSAqO2fQY9VVOhIEg,3303.5621072700073,442.65085452171417,73.0,pittsburgh
l_fjmJKS_eiKqFVComOYJw,3426.359098516043,506.8270055779511,266.0,pittsburgh
c6xIUfqhpi_N5GQDB00adA,3247.437345187981,554.217572796969,169.0,pittsburgh
kXIXwl6ggGhHKma-H29hQA,3206.9206226528468,514.0486981731608,270.0,pittsburgh
ctbbKWVCGCtVY7Hd4V6QEw,3264.496552804062,426.63798616083824,145.0,pittsburgh
RXX_x1D-5zZGR1puVvKwwA,3309.831072958839,440.97829196660575,75.0,pittsburgh
g0WZ1Ut6fs6VDABWu_5JTA,3436.610591149039,505.93174919681144,266.0,pittsburgh
cvNHMptkfTsI7Hq5Adc5Mg,3249.135944467917,563.567674909982,169.0,pittsburgh
mm3G-EuLSxLZN-4dgnssOg,3209.0382133707253,512.7119563320149,141.0,pittsburgh
tQmV__a9lWPuon5d7-81iQ,3201.752446615574,514.3848694276414,269.0,pittsburgh
tE1ZC1hpCicqy7tvZPHQuA,3258.223033480148,417.8464782352067,145.0,pittsburgh
IN0Zm_7AqLsONBDtBsJGHg,3320.5900037247256,438.1905382062721,75.0,pittsburgh
h9cGpau2mOZDLQzJ0EpudQ,3446.946807784093,505.0364397509158,267.0,pittsburgh
5uSokG8wZ1ow3nf7K-GRpA,3250.919081772734,572.4724618621727,169.0,pittsburgh
i-pDlDf0fOvDYC_C6v2IsQ,3207.4249268347758,504.5863232854775,227.0,pittsburgh
3wI5QeY1jFe6eEnh5nZNBw,3190.738375678121,515.2801292183569,266.0,pittsburgh
Ka-kyrT8V2-Y2KFqTk-YoA,3255.1710289524935,413.50634519947243,145.0,pittsburgh
SyYOASQu-7gDgGSdlpD9Hg,3330.586445179367,435.5144278497164,75.0,pittsburgh
sUpGgfo-mEziMamsJioUBA,3457.367799814443,504.25239638522913,267.0,pittsburgh
dEPaw81idHpxfjP7wF5jaQ,3253.212087093246,584.8279317813042,168.0,pittsburgh
lpJN7NJbZAQ-aRMrJ1eekQ,3214.9554417130084,480.9833550308678,35.0,pittsburgh
CP-cW11wXeanEcNh6CAl7g,3179.555085449152,516.7320422619051,263.0,pittsburgh
3zpIyB0gwz-jH_kM66LO1Q,3252.119027959679,409.1662109224118,145.0,pittsburgh
Ud9f5D-MT4SoT5O2o-YCfg,3340.413428255506,432.8383797712069,74.0,pittsburgh
jkxcK-V-bjhvk7pil5Dq1w,3467.8734645171594,503.3569797554376,266.0,pittsburgh
NFHdY7A-NWi-0VQ9MjVzwg,3260.0771836857557,589.8343228510323,104.0,pittsburgh
UH4mJUpBSpZRj7MNku8yZQ,3257.8761126600625,594.0654228691808,202.0,pittsburgh
0Qp9BhxOvYVzf7YODBdYhw,3218.6803290162593,473.85730504663616,19.0,pittsburgh
xkilGCSS8dX1ZmnC6aRbLQ,3168.965112673254,518.740284968642,260.0,pittsburgh
4oX5BMO-JXktwyniru65Eg,3245.845537800422,400.3746926384673,146.0,pittsburgh
sOmA63HMbwCPwkICbDfGgg,3350.1556288961665,430.0510372184749,75.0,pittsburgh
R-Lny5fNpODI8kt1qRhXKQ,3478.2943485767278,502.3502682584194,265.0,pittsburgh
8OSJUxtSWFElXV7kqKheVQ,3272.193298889233,590.0516745556195,85.0,pittsburgh
xn-GWxt87xW3_amG4pyYig,3258.559311908564,606.4215917152612,170.0,pittsburgh
aDKH9HbR7wDePNE-VNtTgg,3220.4557926160046,465.0622995666995,10.0,pittsburgh
RWh5Wi81nJpHrwfUAsSQYw,3158.2906424908238,521.3051459140265,258.0,pittsburgh
N6VJE_t-HtFCO6LsmDr3Kg,3239.741512677611,391.58309575299927,146.0,pittsburgh
OW7wj69w7Fm7wsVJuTETqw,3359.72852109544,427.5977165341874,76.0,pittsburgh
RRd82rXm-eU5uuxsW1f_Jw,3488.545725165527,501.23230174053947,265.0,pittsburgh
2iCIl3hM5AIyQWWJDzWJIw,3283.2918069780944,588.2657018288452,79.0,pittsburgh
29I1JidIEK6Hr-DaGlwmhg,3260.9369708861523,618.5543834010862,169.0,pittsburgh
vtsb6miVp0bH8G9851wRow,3218.5135576750363,480.09126962189345,265.0,pittsburgh
Ujzsu9Ga2psDfyt8b0cOZA,3220.9628070854815,461.94513495137915,9.0,pittsburgh
TpqRJPxN8Fm5042ZYzEb7g,3147.6162118230163,523.9813111233296,258.0,pittsburgh
wHAcgjsOiVSzH_6EIe5F8g,3233.893697333276,387.46680284836197,283.0,pittsburgh
lNJZUrP0TuaA_Pon8b_wMQ,3369.3015573760595,425.47834208736515,77.0,pittsburgh
5tcwBpnyPpRHlQ7Ey9-jaQ,3498.966603517551,500.2255614557956,266.0,pittsburgh
uRypLyMM406o5MhexJMBWg,3293.3734835011264,586.257521108411,78.0,pittsburgh
YEm3z_bB1v-1nnNrMGmr4g,3262.720669035725,628.6836820001512,170.0,pittsburgh
S377IdMM-NWsCrn0J8HsLA,3226.4786800736574,482.09159133781895,309.0,pittsburgh
zVxRBbOXgcfqwsCC_rztMA,3221.4698211305536,458.8279703034854,8.0,pittsburgh
xLPOy_uhwlTdgpXaM3Q42A,3137.280586935266,526.4346800621448,260.0,pittsburgh
